# Program:featureCounts v2.0.0; Command:"featureCounts" "-a" "assembly/annotation.gff" "-F" "gff" "-t" "CDS" "-g" "ID" "-o" "assembly/counts.txt" "assembly/contigs.bam" 
Geneid	Chr	Start	End	Strand	Length	assembly/contigs.bam
LIHFGKIE_01628	NODE_18_length_50452_cov_13.983587	20369	21451	-	1083	127
LIHFGKIE_01629	NODE_18_length_50452_cov_13.983587	21544	22254	-	711	79
LIHFGKIE_01630	NODE_18_length_50452_cov_13.983587	22334	22558	+	225	32
LIHFGKIE_01631	NODE_18_length_50452_cov_13.983587	22979	24028	+	1050	192
LIHFGKIE_01632	NODE_18_length_50452_cov_13.983587	24164	24658	+	495	62
LIHFGKIE_01633	NODE_18_length_50452_cov_13.983587	24715	26454	-	1740	198
LIHFGKIE_01634	NODE_18_length_50452_cov_13.983587	26571	27947	-	1377	184
LIHFGKIE_01635	NODE_18_length_50452_cov_13.983587	28332	28955	-	624	69
LIHFGKIE_01636	NODE_18_length_50452_cov_13.983587	28942	29403	-	462	31
LIHFGKIE_01637	NODE_18_length_50452_cov_13.983587	29565	30248	+	684	93
LIHFGKIE_01638	NODE_18_length_50452_cov_13.983587	30551	31249	-	699	99
LIHFGKIE_01639	NODE_18_length_50452_cov_13.983587	31567	32649	+	1083	124
LIHFGKIE_01640	NODE_18_length_50452_cov_13.983587	32642	33238	+	597	49
LIHFGKIE_01641	NODE_18_length_50452_cov_13.983587	33240	34418	+	1179	147
LIHFGKIE_01642	NODE_18_length_50452_cov_13.983587	34433	34897	+	465	41
LIHFGKIE_01643	NODE_18_length_50452_cov_13.983587	34975	36000	-	1026	167
LIHFGKIE_01644	NODE_18_length_50452_cov_13.983587	36755	37225	-	471	63
LIHFGKIE_01645	NODE_18_length_50452_cov_13.983587	37222	37677	-	456	51
LIHFGKIE_01646	NODE_18_length_50452_cov_13.983587	37795	38892	-	1098	148
LIHFGKIE_01647	NODE_18_length_50452_cov_13.983587	38892	40199	-	1308	154
LIHFGKIE_01648	NODE_18_length_50452_cov_13.983587	40192	40335	-	144	0
LIHFGKIE_01649	NODE_18_length_50452_cov_13.983587	40340	41191	-	852	89
LIHFGKIE_01650	NODE_18_length_50452_cov_13.983587	41308	42141	-	834	115
LIHFGKIE_01651	NODE_18_length_50452_cov_13.983587	42552	42896	-	345	62
LIHFGKIE_01652	NODE_18_length_50452_cov_13.983587	43067	50164	-	7098	1143
LIHFGKIE_01653	NODE_19_length_45630_cov_33.199767	215	487	-	273	76
LIHFGKIE_01654	NODE_19_length_45630_cov_33.199767	487	747	-	261	53
LIHFGKIE_01655	NODE_19_length_45630_cov_33.199767	858	983	+	126	52
LIHFGKIE_01656	NODE_19_length_45630_cov_33.199767	1119	2384	+	1266	275
LIHFGKIE_01657	NODE_19_length_45630_cov_33.199767	2401	3429	+	1029	210
LIHFGKIE_01658	NODE_19_length_45630_cov_33.199767	3487	3615	-	129	28
LIHFGKIE_01659	NODE_19_length_45630_cov_33.199767	3792	6743	-	2952	1036
LIHFGKIE_01660	NODE_19_length_45630_cov_33.199767	7580	8473	-	894	378
LIHFGKIE_01661	NODE_19_length_45630_cov_33.199767	8643	9386	-	744	294
LIHFGKIE_01662	NODE_19_length_45630_cov_33.199767	9655	10206	-	552	224
LIHFGKIE_01663	NODE_19_length_45630_cov_33.199767	10377	10919	-	543	191
LIHFGKIE_01664	NODE_19_length_45630_cov_33.199767	11015	11317	+	303	66
LIHFGKIE_01665	NODE_19_length_45630_cov_33.199767	11403	12911	+	1509	415
LIHFGKIE_01666	NODE_19_length_45630_cov_33.199767	12965	13588	-	624	147
LIHFGKIE_01667	NODE_19_length_45630_cov_33.199767	13712	14158	+	447	100
LIHFGKIE_01668	NODE_19_length_45630_cov_33.199767	14161	15096	+	936	201
LIHFGKIE_01669	NODE_19_length_45630_cov_33.199767	15136	15666	-	531	159
LIHFGKIE_01670	NODE_19_length_45630_cov_33.199767	15909	16496	+	588	249
LIHFGKIE_01671	NODE_19_length_45630_cov_33.199767	16693	17178	-	486	158
LIHFGKIE_01672	NODE_19_length_45630_cov_33.199767	17181	17951	-	771	168
LIHFGKIE_01673	NODE_19_length_45630_cov_33.199767	17962	19503	-	1542	385
LIHFGKIE_01674	NODE_19_length_45630_cov_33.199767	19518	19898	-	381	78
LIHFGKIE_01675	NODE_19_length_45630_cov_33.199767	20016	20594	+	579	241
LIHFGKIE_01676	NODE_19_length_45630_cov_33.199767	20909	21451	+	543	176
LIHFGKIE_01677	NODE_19_length_45630_cov_33.199767	21448	22137	-	690	177
LIHFGKIE_01678	NODE_19_length_45630_cov_33.199767	22202	23440	-	1239	374
LIHFGKIE_01679	NODE_19_length_45630_cov_33.199767	23607	25403	+	1797	608
LIHFGKIE_01680	NODE_19_length_45630_cov_33.199767	25553	25741	-	189	76
LIHFGKIE_01681	NODE_19_length_45630_cov_33.199767	25804	26019	+	216	36
LIHFGKIE_01682	NODE_19_length_45630_cov_33.199767	26023	26430	+	408	56
LIHFGKIE_01683	NODE_19_length_45630_cov_33.199767	26480	27277	-	798	244
LIHFGKIE_01684	NODE_19_length_45630_cov_33.199767	27293	27475	-	183	4
LIHFGKIE_01685	NODE_19_length_45630_cov_33.199767	27487	27972	-	486	165
LIHFGKIE_01686	NODE_19_length_45630_cov_33.199767	28664	29782	+	1119	355
LIHFGKIE_01687	NODE_19_length_45630_cov_33.199767	29840	30316	+	477	119
LIHFGKIE_01688	NODE_19_length_45630_cov_33.199767	30402	31916	-	1515	505
LIHFGKIE_01689	NODE_19_length_45630_cov_33.199767	32173	32967	-	795	258
LIHFGKIE_01690	NODE_19_length_45630_cov_33.199767	32967	33614	-	648	132
LIHFGKIE_01691	NODE_19_length_45630_cov_33.199767	33642	34535	-	894	311
LIHFGKIE_01692	NODE_19_length_45630_cov_33.199767	34789	35076	-	288	160
LIHFGKIE_01693	NODE_19_length_45630_cov_33.199767	35285	37282	-	1998	700
LIHFGKIE_01694	NODE_19_length_45630_cov_33.199767	37303	38217	-	915	237
LIHFGKIE_01695	NODE_19_length_45630_cov_33.199767	38219	38977	-	759	275
LIHFGKIE_01696	NODE_19_length_45630_cov_33.199767	39282	40496	-	1215	392
LIHFGKIE_01697	NODE_19_length_45630_cov_33.199767	40489	41385	-	897	230
LIHFGKIE_01698	NODE_19_length_45630_cov_33.199767	41424	41651	-	228	44
LIHFGKIE_01699	NODE_19_length_45630_cov_33.199767	41801	41902	-	102	11
LIHFGKIE_01700	NODE_19_length_45630_cov_33.199767	41922	42344	-	423	91
LIHFGKIE_01701	NODE_19_length_45630_cov_33.199767	42378	42572	-	195	32
LIHFGKIE_01702	NODE_19_length_45630_cov_33.199767	42705	42914	-	210	45
LIHFGKIE_01703	NODE_19_length_45630_cov_33.199767	42929	43468	-	540	103
LIHFGKIE_01704	NODE_19_length_45630_cov_33.199767	43473	43655	-	183	59
LIHFGKIE_01705	NODE_19_length_45630_cov_33.199767	44319	45353	-	1035	449
LIHFGKIE_01706	NODE_20_length_43843_cov_29.131073	165	305	-	141	65
LIHFGKIE_01707	NODE_20_length_43843_cov_29.131073	400	1392	-	993	207
LIHFGKIE_01708	NODE_20_length_43843_cov_29.131073	1404	2177	-	774	162
LIHFGKIE_01709	NODE_20_length_43843_cov_29.131073	2309	3646	-	1338	342
LIHFGKIE_01710	NODE_20_length_43843_cov_29.131073	4468	4704	+	237	60
LIHFGKIE_01711	NODE_20_length_43843_cov_29.131073	4718	5227	+	510	147
LIHFGKIE_01712	NODE_20_length_43843_cov_29.131073	5685	6227	+	543	171
LIHFGKIE_01713	NODE_20_length_43843_cov_29.131073	6253	6786	-	534	154
LIHFGKIE_01714	NODE_20_length_43843_cov_29.131073	7025	7591	-	567	179
LIHFGKIE_01715	NODE_20_length_43843_cov_29.131073	7609	9762	-	2154	624
LIHFGKIE_01716	NODE_20_length_43843_cov_29.131073	9883	10398	-	516	138
LIHFGKIE_01717	NODE_20_length_43843_cov_29.131073	10370	10624	-	255	61
LIHFGKIE_01718	NODE_20_length_43843_cov_29.131073	10868	10987	+	120	28
LIHFGKIE_01719	NODE_20_length_43843_cov_29.131073	10951	11856	-	906	201
LIHFGKIE_01720	NODE_20_length_43843_cov_29.131073	12200	17737	+	5538	1701
LIHFGKIE_01721	NODE_20_length_43843_cov_29.131073	18596	18847	-	252	135
LIHFGKIE_01722	NODE_20_length_43843_cov_29.131073	18995	19198	-	204	15
LIHFGKIE_01723	NODE_20_length_43843_cov_29.131073	19182	19412	-	231	74
LIHFGKIE_01724	NODE_20_length_43843_cov_29.131073	19790	20155	-	366	128
LIHFGKIE_01725	NODE_20_length_43843_cov_29.131073	20173	20544	-	372	83
LIHFGKIE_01726	NODE_20_length_43843_cov_29.131073	20692	21201	-	510	137
LIHFGKIE_01727	NODE_20_length_43843_cov_29.131073	21380	21685	-	306	55
LIHFGKIE_01728	NODE_20_length_43843_cov_29.131073	21685	21954	-	270	36
LIHFGKIE_01729	NODE_20_length_43843_cov_29.131073	22281	22676	-	396	92
LIHFGKIE_01730	NODE_20_length_43843_cov_29.131073	22737	22919	-	183	48
LIHFGKIE_01731	NODE_20_length_43843_cov_29.131073	23052	25043	-	1992	604
LIHFGKIE_01732	NODE_20_length_43843_cov_29.131073	26008	26364	-	357	141
LIHFGKIE_01733	NODE_20_length_43843_cov_29.131073	26754	27116	-	363	131
LIHFGKIE_01734	NODE_20_length_43843_cov_29.131073	27237	29156	-	1920	597
LIHFGKIE_01735	NODE_20_length_43843_cov_29.131073	29553	30980	-	1428	401
LIHFGKIE_01736	NODE_20_length_43843_cov_29.131073	30988	32103	-	1116	304
LIHFGKIE_01737	NODE_20_length_43843_cov_29.131073	32276	33103	-	828	247
LIHFGKIE_01738	NODE_20_length_43843_cov_29.131073	33278	34270	-	993	231
LIHFGKIE_01739	NODE_20_length_43843_cov_29.131073	34279	35445	-	1167	184
LIHFGKIE_01740	NODE_20_length_43843_cov_29.131073	35478	36470	-	993	184
LIHFGKIE_01741	NODE_20_length_43843_cov_29.131073	36482	37390	-	909	165
LIHFGKIE_01742	NODE_20_length_43843_cov_29.131073	37393	38469	-	1077	193
LIHFGKIE_01743	NODE_20_length_43843_cov_29.131073	38478	39251	-	774	142
LIHFGKIE_01744	NODE_20_length_43843_cov_29.131073	39267	39917	-	651	196
LIHFGKIE_01745	NODE_20_length_43843_cov_29.131073	40023	40793	-	771	224
LIHFGKIE_01746	NODE_20_length_43843_cov_29.131073	40793	41578	-	786	171
LIHFGKIE_01747	NODE_20_length_43843_cov_29.131073	41593	42471	-	879	226
LIHFGKIE_01748	NODE_20_length_43843_cov_29.131073	42489	43541	-	1053	348
LIHFGKIE_01751	NODE_21_length_41519_cov_28.402880	1141	1542	+	402	175
LIHFGKIE_01752	NODE_21_length_41519_cov_28.402880	1873	2859	-	987	296
LIHFGKIE_01753	NODE_21_length_41519_cov_28.402880	3022	3348	-	327	64
LIHFGKIE_01754	NODE_21_length_41519_cov_28.402880	3338	3673	-	336	13
LIHFGKIE_01755	NODE_21_length_41519_cov_28.402880	3688	4116	-	429	46
LIHFGKIE_01756	NODE_21_length_41519_cov_28.402880	4109	4513	-	405	66
LIHFGKIE_01757	NODE_21_length_41519_cov_28.402880	4626	4808	-	183	42
LIHFGKIE_01758	NODE_21_length_41519_cov_28.402880	4941	5882	+	942	217
LIHFGKIE_01759	NODE_21_length_41519_cov_28.402880	6167	7339	+	1173	448
LIHFGKIE_01760	NODE_21_length_41519_cov_28.402880	7529	8881	-	1353	401
LIHFGKIE_01761	NODE_21_length_41519_cov_28.402880	9017	9616	+	600	115
LIHFGKIE_01762	NODE_21_length_41519_cov_28.402880	9633	10721	+	1089	214
LIHFGKIE_01763	NODE_21_length_41519_cov_28.402880	10714	11559	+	846	147
LIHFGKIE_01764	NODE_21_length_41519_cov_28.402880	11565	12566	+	1002	207
LIHFGKIE_01765	NODE_21_length_41519_cov_28.402880	12651	13280	+	630	173
LIHFGKIE_01766	NODE_21_length_41519_cov_28.402880	13403	14116	+	714	177
LIHFGKIE_01767	NODE_21_length_41519_cov_28.402880	14137	14361	+	225	20
LIHFGKIE_01768	NODE_21_length_41519_cov_28.402880	14418	14924	+	507	76
LIHFGKIE_01769	NODE_21_length_41519_cov_28.402880	14924	15472	+	549	134
LIHFGKIE_01770	NODE_21_length_41519_cov_28.402880	15487	16998	+	1512	334
LIHFGKIE_01771	NODE_21_length_41519_cov_28.402880	17009	17971	+	963	235
LIHFGKIE_01772	NODE_21_length_41519_cov_28.402880	17994	19433	+	1440	390
LIHFGKIE_01773	NODE_21_length_41519_cov_28.402880	19445	19885	+	441	109
LIHFGKIE_01774	NODE_21_length_41519_cov_28.402880	19952	20182	+	231	45
LIHFGKIE_01775	NODE_21_length_41519_cov_28.402880	20266	21255	+	990	240
LIHFGKIE_01776	NODE_21_length_41519_cov_28.402880	21269	21562	+	294	21
LIHFGKIE_01777	NODE_21_length_41519_cov_28.402880	21571	21798	+	228	5
LIHFGKIE_01778	NODE_21_length_41519_cov_28.402880	21820	23013	+	1194	319
LIHFGKIE_01779	NODE_21_length_41519_cov_28.402880	23094	23558	-	465	115
LIHFGKIE_01780	NODE_21_length_41519_cov_28.402880	23619	23900	-	282	95
LIHFGKIE_01781	NODE_21_length_41519_cov_28.402880	24211	25518	-	1308	361
LIHFGKIE_01782	NODE_21_length_41519_cov_28.402880	25519	25986	-	468	84
LIHFGKIE_01783	NODE_21_length_41519_cov_28.402880	26078	26689	-	612	200
LIHFGKIE_01784	NODE_21_length_41519_cov_28.402880	26974	28686	+	1713	426
LIHFGKIE_01785	NODE_21_length_41519_cov_28.402880	28768	29934	+	1167	243
LIHFGKIE_01786	NODE_21_length_41519_cov_28.402880	29934	31151	+	1218	351
LIHFGKIE_01787	NODE_21_length_41519_cov_28.402880	31378	32634	+	1257	361
LIHFGKIE_01788	NODE_21_length_41519_cov_28.402880	32769	33473	+	705	168
LIHFGKIE_01789	NODE_21_length_41519_cov_28.402880	33573	33878	+	306	85
LIHFGKIE_01790	NODE_21_length_41519_cov_28.402880	34109	34528	+	420	90
LIHFGKIE_01791	NODE_21_length_41519_cov_28.402880	34528	35457	+	930	220
LIHFGKIE_01792	NODE_21_length_41519_cov_28.402880	35605	36117	+	513	95
LIHFGKIE_01793	NODE_21_length_41519_cov_28.402880	36114	36389	+	276	19
LIHFGKIE_01794	NODE_21_length_41519_cov_28.402880	36423	36629	+	207	56
LIHFGKIE_01795	NODE_21_length_41519_cov_28.402880	36835	39450	+	2616	698
LIHFGKIE_01796	NODE_21_length_41519_cov_28.402880	39543	40472	+	930	255
LIHFGKIE_01797	NODE_21_length_41519_cov_28.402880	40523	41272	-	750	219
LIHFGKIE_01798	NODE_22_length_35950_cov_36.061329	155	1297	-	1143	438
LIHFGKIE_01800	NODE_22_length_35950_cov_36.061329	1784	3112	-	1329	472
LIHFGKIE_01801	NODE_22_length_35950_cov_36.061329	3109	4344	-	1236	318
LIHFGKIE_01802	NODE_22_length_35950_cov_36.061329	4347	5054	-	708	142
LIHFGKIE_01803	NODE_22_length_35950_cov_36.061329	5163	6464	+	1302	324
LIHFGKIE_01804	NODE_22_length_35950_cov_36.061329	6516	8396	-	1881	615
LIHFGKIE_01805	NODE_22_length_35950_cov_36.061329	9630	11399	-	1770	566
LIHFGKIE_01806	NODE_22_length_35950_cov_36.061329	11572	12141	-	570	224
LIHFGKIE_01807	NODE_22_length_35950_cov_36.061329	12248	13606	-	1359	522
LIHFGKIE_01808	NODE_22_length_35950_cov_36.061329	13708	14364	-	657	178
LIHFGKIE_01809	NODE_22_length_35950_cov_36.061329	14436	14702	-	267	58
LIHFGKIE_01810	NODE_22_length_35950_cov_36.061329	14821	15306	-	486	96
LIHFGKIE_01811	NODE_22_length_35950_cov_36.061329	15327	15824	-	498	101
LIHFGKIE_01812	NODE_22_length_35950_cov_36.061329	15811	16620	-	810	215
LIHFGKIE_01813	NODE_22_length_35950_cov_36.061329	16682	18562	-	1881	748
LIHFGKIE_01814	NODE_22_length_35950_cov_36.061329	19172	19978	+	807	276
LIHFGKIE_01815	NODE_22_length_35950_cov_36.061329	20034	20882	-	849	235
LIHFGKIE_01816	NODE_22_length_35950_cov_36.061329	20950	23349	-	2400	861
LIHFGKIE_01817	NODE_22_length_35950_cov_36.061329	23651	24415	+	765	299
LIHFGKIE_01818	NODE_22_length_35950_cov_36.061329	24421	24780	+	360	69
LIHFGKIE_01819	NODE_22_length_35950_cov_36.061329	24902	25729	+	828	303
LIHFGKIE_01820	NODE_22_length_35950_cov_36.061329	25823	26548	-	726	209
LIHFGKIE_01821	NODE_22_length_35950_cov_36.061329	26548	27474	-	927	309
LIHFGKIE_01822	NODE_22_length_35950_cov_36.061329	27556	29565	-	2010	818
LIHFGKIE_01823	NODE_22_length_35950_cov_36.061329	29697	30389	-	693	180
LIHFGKIE_01824	NODE_22_length_35950_cov_36.061329	30389	31315	-	927	266
LIHFGKIE_01825	NODE_22_length_35950_cov_36.061329	31404	32207	-	804	284
LIHFGKIE_01826	NODE_22_length_35950_cov_36.061329	32371	33675	+	1305	450
LIHFGKIE_01827	NODE_22_length_35950_cov_36.061329	33739	34725	-	987	335
LIHFGKIE_01828	NODE_22_length_35950_cov_36.061329	34877	35140	-	264	119
LIHFGKIE_01829	NODE_22_length_35950_cov_36.061329	35292	35789	+	498	202
LIHFGKIE_01830	NODE_23_length_29972_cov_28.347361	144	1535	-	1392	402
LIHFGKIE_01831	NODE_23_length_29972_cov_28.347361	1642	2220	-	579	203
LIHFGKIE_01832	NODE_23_length_29972_cov_28.347361	2401	4170	-	1770	494
LIHFGKIE_01833	NODE_23_length_29972_cov_28.347361	4171	5904	-	1734	417
LIHFGKIE_01834	NODE_23_length_29972_cov_28.347361	5891	6343	-	453	99
LIHFGKIE_01835	NODE_23_length_29972_cov_28.347361	6521	7339	+	819	174
LIHFGKIE_01836	NODE_23_length_29972_cov_28.347361	7381	8049	-	669	166
LIHFGKIE_01837	NODE_23_length_29972_cov_28.347361	8211	9542	+	1332	419
LIHFGKIE_01838	NODE_23_length_29972_cov_28.347361	9768	11087	+	1320	379
LIHFGKIE_01839	NODE_23_length_29972_cov_28.347361	11084	11887	-	804	167
LIHFGKIE_01840	NODE_23_length_29972_cov_28.347361	11983	12903	-	921	233
LIHFGKIE_01841	NODE_23_length_29972_cov_28.347361	12991	14613	-	1623	453
LIHFGKIE_01842	NODE_23_length_29972_cov_28.347361	14707	15789	-	1083	255
LIHFGKIE_01843	NODE_23_length_29972_cov_28.347361	15891	16475	+	585	108
LIHFGKIE_01844	NODE_23_length_29972_cov_28.347361	16472	17776	+	1305	309
LIHFGKIE_01845	NODE_23_length_29972_cov_28.347361	17769	18968	+	1200	244
LIHFGKIE_01846	NODE_23_length_29972_cov_28.347361	19004	20473	-	1470	404
LIHFGKIE_01847	NODE_23_length_29972_cov_28.347361	20763	21290	+	528	114
LIHFGKIE_01848	NODE_23_length_29972_cov_28.347361	21302	22633	+	1332	346
LIHFGKIE_01849	NODE_23_length_29972_cov_28.347361	22820	24352	+	1533	407
LIHFGKIE_01850	NODE_23_length_29972_cov_28.347361	24405	24677	-	273	59
LIHFGKIE_01851	NODE_23_length_29972_cov_28.347361	24759	25595	-	837	235
LIHFGKIE_01852	NODE_23_length_29972_cov_28.347361	25756	26457	-	702	120
LIHFGKIE_01853	NODE_23_length_29972_cov_28.347361	26457	28055	-	1599	377
LIHFGKIE_01854	NODE_23_length_29972_cov_28.347361	28137	28958	-	822	212
LIHFGKIE_01855	NODE_23_length_29972_cov_28.347361	29047	29517	-	471	153
LIHFGKIE_01856	NODE_24_length_24597_cov_40.050797	58	351	+	294	145
LIHFGKIE_01857	NODE_24_length_24597_cov_40.050797	1503	1859	+	357	192
LIHFGKIE_01858	NODE_24_length_24597_cov_40.050797	2053	2994	+	942	332
LIHFGKIE_01859	NODE_24_length_24597_cov_40.050797	3017	3934	+	918	366
LIHFGKIE_01860	NODE_24_length_24597_cov_40.050797	4218	4817	+	600	323
LIHFGKIE_01861	NODE_24_length_24597_cov_40.050797	5039	5884	+	846	251
LIHFGKIE_01862	NODE_24_length_24597_cov_40.050797	5859	6194	+	336	85
LIHFGKIE_01863	NODE_24_length_24597_cov_40.050797	6767	9628	+	2862	1114
LIHFGKIE_01864	NODE_24_length_24597_cov_40.050797	10474	10725	+	252	108
LIHFGKIE_01865	NODE_24_length_24597_cov_40.050797	10722	10934	+	213	0
LIHFGKIE_01866	NODE_24_length_24597_cov_40.050797	10927	11202	+	276	109
LIHFGKIE_01867	NODE_24_length_24597_cov_40.050797	11812	12378	+	567	201
LIHFGKIE_01868	NODE_24_length_24597_cov_40.050797	12356	14053	+	1698	613
LIHFGKIE_01869	NODE_24_length_24597_cov_40.050797	14298	17564	+	3267	1545
LIHFGKIE_01870	NODE_24_length_24597_cov_40.050797	18218	19144	+	927	422
LIHFGKIE_01871	NODE_24_length_24597_cov_40.050797	19679	20413	+	735	276
LIHFGKIE_01872	NODE_24_length_24597_cov_40.050797	20410	21462	+	1053	379
LIHFGKIE_01873	NODE_25_length_21304_cov_13.802569	336	785	+	450	93
LIHFGKIE_01874	NODE_25_length_21304_cov_13.802569	1555	2301	-	747	108
LIHFGKIE_01875	NODE_25_length_21304_cov_13.802569	2461	3057	-	597	91
LIHFGKIE_01876	NODE_25_length_21304_cov_13.802569	3347	4387	-	1041	166
LIHFGKIE_01877	NODE_25_length_21304_cov_13.802569	4353	4565	-	213	3
LIHFGKIE_01878	NODE_25_length_21304_cov_13.802569	4658	5125	-	468	67
LIHFGKIE_01879	NODE_25_length_21304_cov_13.802569	5252	6283	-	1032	159
LIHFGKIE_01881	NODE_25_length_21304_cov_13.802569	6680	7657	+	978	140
LIHFGKIE_01882	NODE_25_length_21304_cov_13.802569	7761	8336	+	576	44
LIHFGKIE_01883	NODE_25_length_21304_cov_13.802569	8374	9207	-	834	88
LIHFGKIE_01884	NODE_25_length_21304_cov_13.802569	9422	10708	+	1287	185
LIHFGKIE_01885	NODE_25_length_21304_cov_13.802569	10788	11435	-	648	73
LIHFGKIE_01886	NODE_25_length_21304_cov_13.802569	11542	11916	-	375	52
LIHFGKIE_01887	NODE_25_length_21304_cov_13.802569	12142	13002	+	861	130
LIHFGKIE_01888	NODE_25_length_21304_cov_13.802569	13171	14553	+	1383	185
LIHFGKIE_01889	NODE_25_length_21304_cov_13.802569	14553	15968	+	1416	171
LIHFGKIE_01890	NODE_25_length_21304_cov_13.802569	15987	16229	+	243	19
LIHFGKIE_01891	NODE_25_length_21304_cov_13.802569	16351	17073	+	723	74
LIHFGKIE_01892	NODE_25_length_21304_cov_13.802569	17083	18564	+	1482	188
LIHFGKIE_01893	NODE_25_length_21304_cov_13.802569	18667	19077	+	411	54
LIHFGKIE_01894	NODE_25_length_21304_cov_13.802569	19185	20537	-	1353	177
LIHFGKIE_01895	NODE_25_length_21304_cov_13.802569	20919	21149	-	231	63
LIHFGKIE_01896	NODE_26_length_14610_cov_22.642201	766	1248	+	483	201
LIHFGKIE_01897	NODE_26_length_14610_cov_22.642201	1506	1871	+	366	93
LIHFGKIE_01898	NODE_26_length_14610_cov_22.642201	1890	2462	+	573	136
LIHFGKIE_01899	NODE_26_length_14610_cov_22.642201	2567	2833	-	267	24
LIHFGKIE_01900	NODE_26_length_14610_cov_22.642201	2837	3259	-	423	102
LIHFGKIE_01901	NODE_26_length_14610_cov_22.642201	3575	4114	+	540	152
LIHFGKIE_01902	NODE_26_length_14610_cov_22.642201	4442	5008	+	567	119
LIHFGKIE_01903	NODE_26_length_14610_cov_22.642201	5067	5708	-	642	68
LIHFGKIE_01904	NODE_26_length_14610_cov_22.642201	5705	7792	-	2088	356
LIHFGKIE_01905	NODE_26_length_14610_cov_22.642201	7866	8162	-	297	92
LIHFGKIE_01906	NODE_26_length_14610_cov_22.642201	9693	10775	+	1083	206
LIHFGKIE_01907	NODE_26_length_14610_cov_22.642201	10780	11559	+	780	109
LIHFGKIE_01908	NODE_26_length_14610_cov_22.642201	11619	12134	-	516	107
LIHFGKIE_01909	NODE_26_length_14610_cov_22.642201	12311	13003	-	693	208
LIHFGKIE_01910	NODE_26_length_14610_cov_22.642201	13503	14495	-	993	299
LIHFGKIE_01911	NODE_27_length_12270_cov_22.172116	325	783	-	459	111
LIHFGKIE_01912	NODE_27_length_12270_cov_22.172116	796	3135	-	2340	532
LIHFGKIE_01913	NODE_27_length_12270_cov_22.172116	3208	3441	-	234	37
LIHFGKIE_01914	NODE_27_length_12270_cov_22.172116	3509	5569	-	2061	429
LIHFGKIE_01915	NODE_27_length_12270_cov_22.172116	5644	6669	-	1026	174
LIHFGKIE_01916	NODE_27_length_12270_cov_22.172116	6669	7712	-	1044	175
LIHFGKIE_01917	NODE_27_length_12270_cov_22.172116	7713	8891	-	1179	271
LIHFGKIE_01946	NODE_28_length_10311_cov_31.061862	427	1212	-	786	243
LIHFGKIE_01947	NODE_28_length_10311_cov_31.061862	1414	2502	-	1089	284
LIHFGKIE_01948	NODE_28_length_10311_cov_31.061862	2487	3371	-	885	285
LIHFGKIE_01949	NODE_28_length_10311_cov_31.061862	3583	4890	-	1308	477
LIHFGKIE_01950	NODE_28_length_10311_cov_31.061862	5121	5672	-	552	171
LIHFGKIE_01951	NODE_28_length_10311_cov_31.061862	5672	6277	-	606	161
LIHFGKIE_01952	NODE_28_length_10311_cov_31.061862	6435	7229	+	795	214
LIHFGKIE_01953	NODE_28_length_10311_cov_31.061862	7232	8092	+	861	199
LIHFGKIE_01954	NODE_28_length_10311_cov_31.061862	8120	8623	-	504	144
LIHFGKIE_01955	NODE_28_length_10311_cov_31.061862	8790	10172	+	1383	369
LIHFGKIE_01956	NODE_29_length_6559_cov_35.971859	220	654	+	435	218
LIHFGKIE_01957	NODE_29_length_6559_cov_35.971859	873	2897	+	2025	778
LIHFGKIE_01958	NODE_29_length_6559_cov_35.971859	3066	5012	-	1947	647
LIHFGKIE_01959	NODE_29_length_6559_cov_35.971859	5094	6311	-	1218	431
LIHFGKIE_01960	NODE_30_length_6359_cov_16.677632	138	1460	+	1323	212
LIHFGKIE_01961	NODE_30_length_6359_cov_16.677632	1817	3046	+	1230	172
LIHFGKIE_01962	NODE_30_length_6359_cov_16.677632	3127	4458	-	1332	200
LIHFGKIE_01963	NODE_30_length_6359_cov_16.677632	4665	5012	-	348	62
LIHFGKIE_01964	NODE_30_length_6359_cov_16.677632	5009	5185	-	177	29
LIHFGKIE_01965	NODE_30_length_6359_cov_16.677632	5375	6313	-	939	257
LIHFGKIE_01966	NODE_31_length_6308_cov_31.659278	109	381	-	273	67
LIHFGKIE_01967	NODE_31_length_6308_cov_31.659278	527	1042	+	516	131
LIHFGKIE_01968	NODE_31_length_6308_cov_31.659278	1112	1621	+	510	164
LIHFGKIE_01969	NODE_31_length_6308_cov_31.659278	2067	3089	-	1023	347
LIHFGKIE_01970	NODE_31_length_6308_cov_31.659278	3239	3574	+	336	144
LIHFGKIE_01971	NODE_31_length_6308_cov_31.659278	4126	4308	-	183	44
LIHFGKIE_01972	NODE_31_length_6308_cov_31.659278	4317	4643	+	327	28
LIHFGKIE_01973	NODE_31_length_6308_cov_31.659278	4621	4749	+	129	0
LIHFGKIE_01974	NODE_31_length_6308_cov_31.659278	4751	4879	-	129	23
LIHFGKIE_01975	NODE_31_length_6308_cov_31.659278	5099	5554	-	456	245
LIHFGKIE_01976	NODE_32_length_5443_cov_35.976110	125	1045	-	921	297
LIHFGKIE_01977	NODE_32_length_5443_cov_35.976110	1121	1774	-	654	186
LIHFGKIE_01978	NODE_32_length_5443_cov_35.976110	1792	2433	-	642	167
LIHFGKIE_01979	NODE_32_length_5443_cov_35.976110	2433	3251	-	819	212
